transaction_id,date,vendor_name,employee_id,amount,currency,description,invoice_number,department,payment_method
T00442,2024-08-03 00:00,Shell Vendor B,EMP008,38380.85,USD,Workshop tools,INV-0149,Operations,EFT
T00443,2024-08-17 00:00,ZimBuild Materials,EMP003,44103.33,ZIG,Office supplies,INV-CUR-0442,Finance,EFT
T00444,2024-09-26 00:00,Bulawayo Metals Ltd,EMP003,14886.62,ZIG,Safety equipment,INV-CUR-0443,Maintenance,EFT
T00445,2024-11-06 00:00,Mutare Fabricators,EMP003,13894.26,ZIG,Packaging materials,INV-0187,Maintenance,Cheque
T00446,2023-11-17 22:00,Chitungwiza Parts,EMP004,12427.92,USD,Salary adjustment,INV-PAY-0445,Operations,EFT
T00447,2023-05-18 00:00,Chitungwiza Parts,EMP008,30645.19,USD,Safety equipment,INV-0184,Maintenance,Cheque
T00448,2023-06-29 00:00,Bulawayo Metals Ltd,EMP005,29120.71,ZIG,Office supplies,INV-0101,Procurement,Cheque
T00449,2023-01-20 00:00,Gweru Components,EMP001,38261.51,ZIG,Packaging materials,INV-0208,Procurement,Cash
T00450,2024-07-10 00:00,Shell Vendor B,EMP008,40250.57,USD,Office supplies,INV-0201,Operations,Cash
T00451,2024-05-28 00:00,Harare Steel Supplies,EMP007,8750.0,ZIG,Spare parts,INV-0042,Finance,Cash
T00452,2023-05-24 00:00,ZimBuild Materials,EMP010,20190.68,ZIG,Packaging materials,INV-0248,Procurement,Cheque
T00453,2024-05-14 00:00,Msasa Trading,EMP006,10582.4,USD,Factory consumables,INV-0106,Maintenance,Cheque
T00454,2024-04-10 00:00,Harare Steel Supplies,EMP006,39693.53,ZIG,Equipment maintenance,INV-0141,Finance,Cheque
T00455,2024-01-23 00:00,Gweru Components,EMP002,16565.3,USD,Workshop tools,INV-0193,Maintenance,Cash
T00456,2023-12-20 00:00,Shell Vendor A,EMP010,22011.4,ZIG,Raw materials purchase,INV-0072,Finance,Mobile Money
T00457,2024-06-10 00:00,African Procurement Co,EMP003,29027.77,ZIG,Office supplies,INV-0186,Finance,EFT
T00458,2023-12-05 00:00,Shell Vendor A,EMP008,32467.45,ZIG,Safety equipment,INV-0083,Procurement,Mobile Money
T00459,2023-05-11 00:00,ZimBuild Materials,EMP003,25892.2,USD,Workshop tools,INV-0294,Procurement,Cash
T00460,2023-07-04 01:00,Msasa Trading,EMP002,14498.86,USD,Salary adjustment,INV-PAY-0459,Operations,EFT
T00461,2023-08-10 00:00,Shell Vendor A,EMP008,20324.31,ZIG,Office supplies,INV-0211,Finance,Cash
T00462,2024-06-07 00:00,Kwekwe Foundry,EMP006,12050.53,ZIG,Safety equipment,INV-0036,Maintenance,Cash
T00463,2023-04-22 00:00,Shell Vendor B,EMP009,942.01,ZIG,Stationery,INV-0050,Maintenance,Cash
T00464,2024-09-06 00:00,Shell Vendor B,EMP009,1948.84,USD,Equipment maintenance,INV-0247,Procurement,Cash
T00465,2024-11-25 00:00,Shell Vendor B,EMP007,29285.58,USD,Spare parts,INV-0272,Finance,Mobile Money
T00466,2024-05-08 00:00,H@rare Steel Supplies,EMP006,35572.09,ZIG,Packaging materials,INV-0051,Finance,Mobile Money
T00467,2023-08-27 00:00,Bulawayo Metals Ltd,EMP005,40971.82,ZIG,Packaging materials,INV-0210,Finance,Cheque
T00468,2023-01-08 00:00,Shell Vendor B,EMP001,615967.72,USD,No receipt provided emergency,INV-FRAUD-0467,Operations,Mobile Money
T00469,2024-03-12 00:00,ZimBuild Materials,EMP003,55610.32,ZIG,Workshop tools,INV-CUR-0468,Maintenance,EFT
T00470,2024-09-18 00:00,Gweru Components,EMP007,12545.11,USD,Factory consumables,INV-0283,Finance,Mobile Money
T00471,2024-07-22 00:00,Msasa Trading,EMP010,21872.46,USD,Spare parts,INV-0071,Finance,EFT
T00472,2023-06-15 00:00,Shell Vendor B,EMP007,4692.48,ZIG,Spare parts,INV-0027,Maintenance,Cash
T00473,2023-01-06 00:00,ZimBuild Materials,EMP008,36235.75,USD,Packaging materials,INV-0046,Operations,EFT
T00474,2023-03-23 00:00,Kwekwe Foundry,EMP007,27484.49,ZIG,Stationery,INV-0267,Procurement,Cheque
T00475,2023-06-29 00:00,Shell Vendor A,EMP001,28885.05,ZIG,Factory consumables,INV-0147,Procurement,Cash
T00476,2024-06-06 00:00,African Procurement Co,EMP010,23308.45,USD,Office supplies,INV-0185,Procurement,Cash
T00477,2023-03-30 00:00,H@rare Steel Supplies,EMP006,44857.41,USD,Stationery,INV-0103,Procurement,EFT
T00478,2024-07-16 00:00,Shell Vendor B,EMP010,12945.32,USD,Spare parts,INV-0142,Finance,Cash
T00479,2024-02-18 00:00,Msasa Trading,EMP003,25955.82,ZIG,Stationery,INV-0055,Operations,EFT
T00480,2023-04-30 00:00,Msasa Trading,EMP009,36171.81,USD,Packaging materials,INV-0227,Maintenance,Mobile Money
T00481,2023-12-14 00:00,Shell Vendor A,EMP008,43263.49,USD,Packaging materials,INV-0247,Operations,EFT
T00482,2024-10-10 00:00,Shell Vendor B,EMP002,807676.19,USD,No receipt provided emergency,INV-FRAUD-0481,Operations,Cash
T00483,2023-04-06 00:00,Kwekwe Foundry,EMP006,18072.09,ZIG,Equipment maintenance,INV-0092,Operations,Mobile Money
T00484,2024-08-10 00:00,Kwekwe Foundry,EMP004,12254.6,ZIG,Safety equipment,INV-0121,Operations,Cash
T00485,2023-07-27 00:00,Mutare Fabricators,EMP006,37605.33,USD,Office supplies,INV-0062,Maintenance,EFT
T00486,2024-07-08 00:00,Shell Vendor A,EMP006,43118.09,USD,Packaging materials,INV-0253,Maintenance,Cheque
T00487,2024-09-28 00:00,ZimBuild Materials,EMP001,277000.0,ZIG,Workshop tools,INV-PE-0486,Procurement,Mobile Money
T00488,2024-02-08 00:00,ZimBuild Materials,EMP008,38745.93,ZIG,Equipment maintenance,INV-0236,Procurement,Cheque
T00489,2023-08-04 00:00,Shell Vendor B,EMP002,151000.0,USD,Confidential direct award,INV-FRAUD-0488,Finance,Mobile Money
T00490,2024-09-19 00:00,ZimBuild Materials,EMP008,15570.72,ZIG,Stationery,INV-0215,Operations,Cheque
T00491,2023-10-14 00:00,Mutare Fabricators,EMP003,20392.66,ZIG,Packaging materials,INV-0052,Finance,Cheque
T00492,2024-01-26 00:00,Kwekwe Foundry,EMP003,8983.63,USD,Safety equipment,INV-0091,Maintenance,Mobile Money
T00493,2024-10-07 00:00,Msasa Trading,EMP006,8750.0,USD,Safety equipment,INV-0087,Maintenance,EFT
T00494,2023-06-17 00:00,ZimBuild Materials,EMP003,14202.55,ZIG,Equipment maintenance,INV-CUR-0493,Maintenance,EFT
T00495,2023-09-24 00:00,Shell Vendor B,EMP009,16371.1,USD,Cleaning materials,INV-0011,Procurement,Mobile Money
T00496,2024-11-26 00:00,African Procurement Co,EMP010,43347.62,ZIG,Packaging materials,INV-0090,Operations,Cheque
T00497,2024-06-06 00:00,Kwekwe Foundry,EMP008,22039.72,USD,Equipment maintenance,INV-0147,Finance,Mobile Money
T00498,2024-10-17 00:00,Chitungwiza Parts,EMP007,36385.73,ZIG,Packaging materials,INV-0208,Procurement,EFT
T00499,2023-08-22 23:00,ZimBuild Materials,EMP004,6802.54,USD,Salary adjustment,INV-PAY-0498,Maintenance,EFT
T00500,2024-03-31 00:00,Chitungwiza Parts,EMP010,35187.64,USD,Workshop tools,INV-0212,Finance,Cash
